order_number,quantity,unit_price,line_number,status,product,msrp,product_code,customer_name,phone,address,city,state,postal_code,country,territory,month_relative,customer_id,contact
10206,36,58.82,2,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,17,18,Tannamuri Yoshi
10217,39,62.05,7,Shipped,Trucks and Buses,64,S32_3522,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,15,40,Victorino Wendy
10229,30,73.04,12,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,14,57,Nelson Valarie
10245,44,69.16,5,Shipped,Trucks and Buses,64,S32_3522,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,United States,NA,12,80,Murphy Leslie
10258,20,61.41,2,Shipped,Trucks and Buses,64,S32_3522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,11,84,Shimamura Akiko
10270,21,63.35,5,Shipped,Trucks and Buses,64,S32_3522,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,10,77,Huxley Adrian
10281,36,77.57,12,Shipped,Trucks and Buses,64,S32_3522,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,United States,NA,9,29,Yu Kyung
10291,32,71.75,7,Shipped,Trucks and Buses,64,S32_3522,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,NA,S-844 67,Sweden,EMEA,8,74,Larsson Maria
10304,36,73.04,2,Shipped,Trucks and Buses,64,S32_3522,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,NA,78000,France,EMEA,7,8,Tonini Daniel
10313,34,56.24,10,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,7,18,Tannamuri Yoshi
10324,48,100,4,Shipped,Trucks and Buses,64,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,New York,NY,10022,United States,NA,6,90,Frick Michael
10333,33,73.69,4,Shipped,Trucks and Buses,64,S32_3522,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,NA,United States,NA,6,58,Murphy Julie
10348,31,100,5,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,NA,28023,Spain,EMEA,6,25,Sommer Mart<a1>n
10358,36,100,2,Shipped,Trucks and Buses,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10370,25,100,3,Shipped,Trucks and Buses,64,S32_3522,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,4,3,O'Hara Anna
10382,48,100,8,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,3,57,Nelson Valarie
10411,27,69.16,5,Shipped,Trucks and Buses,64,S32_3522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,0,67,Fresnisre Jean
10424,44,61.41,2,In Process,Trucks and Buses,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,0,34,Freyre Diego
10106,33,72.92,5,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,27,69,Rovelli Giovanni
10120,29,72.23,11,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,25,6,Ferguson Peter
10133,49,57.1,6,Shipped,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,23,34,Freyre Diego
10144,20,81.86,1,Shipped,Vintage Cars,68,S32_4289,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,NA,B-6000,Belgium,EMEA,21,71,Cartrain Pascale
10168,31,73.61,12,Shipped,Vintage Cars,68,S32_4289,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,United States,NA,19,81,Hirano Juri
10210,39,59.16,10,Shipped,Vintage Cars,68,S32_4289,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,16,64,Kentary Mory
10223,20,66.04,12,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,15,6,Ferguson Peter
10235,34,77.73,6,Shipped,Vintage Cars,68,S32_4289,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,13,70,Lincoln Elizabeth
10250,50,61.22,7,Shipped,Vintage Cars,68,S32_4289,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,United States,NA,12,83,Frick Sue
10262,40,79.11,2,Cancelled,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,11,34,Freyre Diego
10275,28,63.97,12,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,10,46,Labrune Janine
10284,50,81.86,4,Shipped,Vintage Cars,68,S32_4289,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,NA,N 0106,Norway,EMEA,9,61,Klaeboe Jan
10297,28,79.8,7,Shipped,Vintage Cars,68,S32_4289,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,NA,2,Ireland,EMEA,8,21,Cassidy Dean
10308,46,66.04,10,Shipped,Vintage Cars,68,S32_4289,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,United States,NA,7,55,Frick Steve
10316,24,59.16,2,Shipped,Vintage Cars,68,S32_4289,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,United Kingdom,EMEA,6,39,Bennett Helen
10328,24,81.17,5,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,6,69,Rovelli Giovanni
10340,39,59.16,3,Shipped,Vintage Cars,68,S32_4289,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,NA,8022,Spain,EMEA,6,33,Saavedra Eduardo
10353,40,44.51,7,Shipped,Vintage Cars,68,S32_4289,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,United States,NA,5,37,Lewis Dan
10361,49,72.33,2,Shipped,Vintage Cars,68,S32_4289,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,5,77,Huxley Adrian
10375,44,82.26,4,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,3,46,Labrune Janine
10388,35,100,8,Shipped,Vintage Cars,68,S32_4289,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,United States,NA,2,35,Benitez Violeta
10398,22,67.41,4,Shipped,Vintage Cars,68,S32_4289,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,NA,51100,France,EMEA,2,68,Henriot Paul
10401,62,77.73,6,On Hold,Vintage Cars,68,S32_4289,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,United States,NA,1,82,Brown William
10416,26,61.22,7,Shipped,Vintage Cars,68,S32_4289,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,0,44,Moroni Maurizio
10108,31,100,16,Shipped,Motorcycles,102,S32_4485,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,NA,1227 MM,Philippines,Japan,26,26,Cruz Arnold
10121,25,86.74,3,Shipped,Motorcycles,102,S32_4485,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,NA,51100,France,EMEA,24,68,Henriot Paul
10135,30,89.8,17,Shipped,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,22,57,Nelson Valarie
10145,27,100,4,Shipped,Motorcycles,102,S32_4485,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,21,87,Young Julie
10159,23,100,12,Shipped,Motorcycles,102,S32_4485,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,NA,United States,NA,19,24,Brown Julie
10169,34,100,12,Shipped,Motorcycles,102,S32_4485,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,18,3,O'Hara Anna
10180,22,100,7,Shipped,Motorcycles,102,S32_4485,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,NA,59000,France,EMEA,18,27,Rance Martine
10190,42,85.72,4,Shipped,Motorcycles,102,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,18,34,Freyre Diego
10211,37,100,12,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,NA,75016,France,EMEA,16,9,Perrier Dominique
10224,30,100,5,Shipped,Motorcycles,102,S32_4485,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,NA,59000,France,EMEA,15,27,Rance Martine
10237,27,100,5,Shipped,Motorcycles,102,S32_4485,Vitachrome Inc.,2125551500,2678 Kingston Rd.,New York,NY,10022,United States,NA,13,90,Frick Michael
10252,25,100,9,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,NA,75016,France,EMEA,12,9,Perrier Dominique
10264,34,97.97,7,Shipped,Motorcycles,102,S32_4485,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,United States,NA,11,38,Yoshido Juri
10276,38,100,13,Shipped,Motorcycles,102,S32_4485,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Houston,MA,58339,United States,NA,9,63,Barajas Miguel
10285,26,100,4,Shipped,Motorcycles,102,S32_4485,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,9,50,Hernandez Marta
10299,38,100,7,Shipped,Motorcycles,102,S32_4485,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,NA,21240,Finland,EMEA,8,86,Karttunen Matti
10309,50,84.7,3,Shipped,Motorcycles,102,S32_4485,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,NA,4110,Norway,EMEA,7,12,Bergulfsen Jonas
10319,22,100,8,Shipped,Motorcycles,102,S32_4485,Microscale Inc.,2125551957,5290 North Pendale Street,New York,NY,10022,United States,NA,6,52,Kuo Kee
10331,32,100,4,Shipped,Motorcycles,102,S32_4485,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,United States,NA,6,59,Hernandez Rosa
10341,31,71.02,4,Shipped,Motorcycles,102,S32_4485,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,NA,5020,Austria,EMEA,6,72,Pipps Georg
10355,40,100,5,Shipped,Motorcycles,102,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10365,22,100,3,Shipped,Motorcycles,102,S32_4485,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,United States,NA,4,56,Tam Wing C
10375,41,100,15,Shipped,Motorcycles,102,S32_4485,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,3,46,Labrune Janine
10390,45,48.98,12,Shipped,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,2,57,Nelson Valarie
10403,45,100,5,Shipped,Motorcycles,102,S32_4485,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,NA,WX1 6LT,United Kingdom,EMEA,1,88,Devon Elizabeth
10106,39,40.15,6,Shipped,Vintage Cars,43,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,27,69,Rovelli Giovanni
10120,49,50.62,12,Shipped,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,25,6,Ferguson Peter
10133,27,50.19,7,Shipped,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,23,34,Freyre Diego
10143,34,36.66,1,Shipped,Vintage Cars,43,S50_1341,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,United States,NA,21,56,Tam Wing C
10156,20,41.02,1,Shipped,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,19,34,Freyre Diego
10168,48,51.93,13,Shipped,Vintage Cars,43,S50_1341,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,United States,NA,19,81,Hirano Juri
10199,29,38.4,1,Shipped,Vintage Cars,43,S50_1341,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,United States,NA,17,92,Thompson Steve
10210,43,41.02,11,Shipped,Vintage Cars,43,S50_1341,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,16,64,Kentary Mory
10223,41,46.26,13,Shipped,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,15,6,Ferguson Peter
10235,41,35.35,7,Shipped,Vintage Cars,43,S50_1341,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,13,70,Lincoln Elizabeth
10250,36,51.93,8,Shipped,Vintage Cars,43,S50_1341,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,United States,NA,12,83,Frick Sue
10262,49,37.97,3,Cancelled,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,11,34,Freyre Diego
10275,38,45.39,13,Shipped,Vintage Cars,43,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,10,46,Labrune Janine
10284,33,51.93,5,Shipped,Vintage Cars,43,S50_1341,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,NA,N 0106,Norway,EMEA,9,61,Klaeboe Jan
10296,26,48.44,1,Shipped,Vintage Cars,43,S50_1341,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,NA,80686,Germany,EMEA,8,13,Donnermeyer Michael
10308,47,43.64,11,Shipped,Vintage Cars,43,S50_1341,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,United States,NA,7,55,Frick Steve
10316,34,47.57,3,Shipped,Vintage Cars,43,S50_1341,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,United Kingdom,EMEA,6,39,Bennett Helen
10328,34,51.93,7,Shipped,Vintage Cars,43,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,6,69,Rovelli Giovanni
10340,40,50.62,4,Shipped,Vintage Cars,43,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,NA,8022,Spain,EMEA,6,33,Saavedra Eduardo
10353,40,82.21,8,Shipped,Vintage Cars,43,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,United States,NA,5,37,Lewis Dan
10361,33,82.59,3,Shipped,Vintage Cars,43,S50_1341,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,5,77,Huxley Adrian
10375,49,65.8,5,Shipped,Vintage Cars,43,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,3,46,Labrune Janine
10388,27,100,1,Shipped,Vintage Cars,43,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,United States,NA,2,35,Benitez Violeta
10398,49,36.66,5,Shipped,Vintage Cars,43,S50_1341,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,NA,51100,France,EMEA,2,68,Henriot Paul
10401,56,35.35,7,On Hold,Vintage Cars,43,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,United States,NA,1,82,Brown William
10416,37,51.93,8,Shipped,Vintage Cars,43,S50_1341,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,0,44,Moroni Maurizio
10104,33,100,7,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,28,34,Freyre Diego
10115,27,100,3,Shipped,Trucks and Buses,115,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,New York,NY,10022,United States,NA,25,20,Hernandez Maria
10127,46,100,9,Shipped,Trucks and Buses,115,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,23,60,Young Jeff
10141,44,100,3,Shipped,Trucks and Buses,115,S50_1392,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,21,79,Suominen Kalle
10151,26,100,1,Shipped,Trucks and Buses,115,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,NA,90110,Finland,EMEA,20,65,Koskitalo Pirkko
10165,48,94.92,10,Shipped,Trucks and Buses,115,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,19,32,Natividad Eric
10176,23,100,9,Shipped,Trucks and Buses,115,S50_1392,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,18,44,Moroni Maurizio
10184,45,100,4,Shipped,Trucks and Buses,115,S50_1392,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,NA,41101,Spain,EMEA,18,43,Roel Jose Pedro
10195,49,100,4,Shipped,Trucks and Buses,115,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,United States,NA,18,55,Frick Steve
10207,28,94.92,5,Shipped,Trucks and Buses,115,S50_1392,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,United States,NA,17,30,Franco Valarie
10220,37,100,9,Shipped,Trucks and Buses,115,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,NA,2,Ireland,EMEA,15,21,Cassidy Dean
10230,34,100,7,Shipped,Trucks and Buses,115,S50_1392,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,NA,60528,Germany,EMEA,14,14,Keitel Roland
10246,22,100,3,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,12,34,Freyre Diego
10259,29,100,2,Shipped,Trucks and Buses,115,S50_1392,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,11,40,Victorino Wendy
10271,34,98.39,3,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,10,57,Nelson Valarie
10282,38,100,12,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,9,57,Nelson Valarie
10292,41,100,6,Shipped,Trucks and Buses,115,S50_1392,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,8,47,Yu Kwai
10305,42,100,3,Shipped,Trucks and Buses,115,S50_1392,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,7,50,Hernandez Marta
10314,28,100,12,Shipped,Trucks and Buses,115,S50_1392,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,NA,8200,Denmark,EMEA,7,41,Ibsen Palle
10325,38,100,4,Shipped,Trucks and Buses,115,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,NA,4110,Norway,EMEA,6,12,Bergulfsen Jonas
10336,23,100,8,Shipped,Trucks and Buses,115,S50_1392,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,NA,75012,France,EMEA,6,45,Bertrand Marie
10350,31,71.4,8,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10359,46,100,2,Shipped,Trucks and Buses,115,S50_1392,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,NA,51100,France,EMEA,5,68,Henriot Paul
10371,48,56.55,10,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,4,57,Nelson Valarie
10383,29,100,13,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10395,46,100,4,Shipped,Trucks and Buses,115,S50_1392,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,NA,75508,France,EMEA,2,48,Da Cunha Daniel
10412,26,100,3,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,0,34,Freyre Diego
10425,18,100,2,In Process,Trucks and Buses,115,S50_1392,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,0,46,Labrune Janine
10104,32,53.31,2,Shipped,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,28,34,Freyre Diego
10117,21,49.21,11,Shipped,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,25,32,Natividad Eric
10127,46,69.12,4,Shipped,Trains,58,S50_1514,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,23,60,Young Jeff
10142,42,49.79,14,Shipped,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,21,57,Nelson Valarie
10153,31,57.41,13,Shipped,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,20,34,Freyre Diego
10165,38,66.78,5,Shipped,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,19,32,Natividad Eric
10176,38,64.44,4,Shipped,Trains,58,S50_1514,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,18,44,Moroni Maurizio
10185,20,48.62,15,Shipped,Trains,58,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,United States,NA,18,56,Tam Wing C
10196,46,62.09,7,Shipped,Trains,58,S50_1514,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,United States,NA,18,80,Murphy Leslie
10208,30,65.61,15,Shipped,Trains,58,S50_1514,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,16,73,Saveley Mary
10220,30,68.54,4,Shipped,Trains,58,S50_1514,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,NA,2,Ireland,EMEA,15,21,Cassidy Dean
10230,43,52.14,2,Shipped,Trains,58,S50_1514,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,NA,60528,Germany,EMEA,14,14,Keitel Roland
10247,49,63.85,4,Shipped,Trains,58,S50_1514,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,12,79,Suominen Kalle
10272,43,56.82,4,Shipped,Trains,58,S50_1514,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,United States,NA,10,29,Yu Kyung
10282,37,66.78,7,Shipped,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,9,57,Nelson Valarie
10292,35,55.07,1,Shipped,Trains,58,S50_1514,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,8,47,Yu Kwai
